Scientific Name,Common Name,CurrentDistribution,Family,Species Group,Federal Listing Status,Regions ofOccurrence,Vertebrate/Invertebrate/Plant
Coryphantha ramillosa,Bunched cory cactus,"TX; Mexico-Coahuila; U.S.A. (TX), Mexico (Coahuila)",Cactaceae,Flowering Plants,Threatened,2,P
Coryphantha chaffeyi,Chaffey's cory cactus,TX;,Cactaceae,Flowering Plants,Not Listed,2,P
Coryphantha duncanii,Duncan's cory cactus,"NM, TX;",Cactaceae,Flowering Plants,Not Listed,2,P
Escobaria hesteri,Hester's cory cactus,TX;,Cactaceae,Flowering Plants,Not Listed,2,P
Coryphantha sulcata nickelsiae,Nickel's cory cactus,TX;,Cactaceae,Flowering Plants,Not Listed,2,P
Escobaria albicolumnaria,White column cory cactus,TX;,Cactaceae,Flowering Plants,Not Listed,2,P
Corydalis caseana caseana,Sierra corydalis,CA;,Fumariaceae,Flowering Plants,Not Listed,8,P
Cotinga maculata,Banded cotinga,Brazil,Cotingidae,Birds,Endangered,N/A,V
Tijuca condita,Grey-winged cotinga,N/A,Tyrannidae,Birds,Not Listed,N/A,V
Xipholena atropurpurea,White-winged cotinga,Brazil,Cotingidae,Birds,Endangered,N/A,V
Heliotropium guanicense,Cotorrilla,"PR, VI;",Boraginaceae,Flowering Plants,Not Listed,4,P
Sigmodon arizonae plenus,Colorado River cotton rat,CA;,Muridae,Mammals,Not Listed,8,V
Sigmodon fulviventer goldmani,Hot Springs cotton rat,NM;,Muridae,Mammals,Not Listed,2,V
Sigmodon hispidus insulicola,Insular hispid Cotton rat,FL;,Muridae,Mammals,Under Review in the Candidate or Petition Process,4,V
Sigmodon hispidus exsputus,Lower Keys cotton rat,FL;,Muridae,Mammals,Not Listed,4,V
Sigmodon hispidus littoralis,Micco hispid cotton rat,FL;,Muridae,Mammals,Not Listed,4,V
Sigmodon arizonae jacksoni,Yavapai Arizona cotton rat,AZ;,Muridae,Mammals,Not Listed,2,V
Sigmodon ochrognathus,Yellow-nosed cotton rat,"AZ, NM, TX;",Muridae,Mammals,Not Listed,2,V
Sigmodon hispidus eremicus,Yuma hispid cotton rat,"AZ, CA;",Muridae,Mammals,Not Listed,"2, 8",V
Gossypium tomentosum,Hawaiian cotton,HI;,Malvaceae,Flowering Plants,Not Listed,1,P
Sylvilagus transitionalis,New England cottontail,"ME, NY;",Leporidae,Mammals,Not Listed,5,V
Populus hinckleyana,Goat Canyon cottonwood,TX;,Salicaceae,Flowering Plants,Not Listed,2,P
Rhinoptilus bitorquatus,Jerdon's courser,India,Glareolidae,Birds,Endangered,N/A,V
Mesodon clingmanicus,Clingman covert,"NC, TN;",Polygyridae,Snails,Not Listed,4,I
Fumonelix orestes,Engraved covert,NC;,Polygyridae,Snails,Not Listed,4,I
Nuphar lutea ssp. ulvacea,West Florida cow-lily,"AL, FL;",Nymphaeaceae,Flowering Plants,Under Review in the Candidate or Petition Process,4,P
canis latrans,coyote,N/A,canidae,Mammals,Not Listed,N/A,V
Eryngium petiolatum,[Unnamed] coyote-thistle,"OR, WA;",Apiaceae,Flowering Plants,Not Listed,1,P
Eryngium racemosum,Delta coyote-thistle,CA;,Apiaceae,Flowering Plants,Not Listed,8,P
Eryngium mathiasiae,Mathias' coyote-thistle,CA;,Apiaceae,Flowering Plants,Not Listed,8,P
Eryngium pinnatisectum,Tuolumne coyote-thistle,CA;,Apiaceae,Flowering Plants,Not Listed,8,P
Digitaria pauciflora,Florida pineland crabgrass,FL;,Poaceae,Flowering Plants,Proposed Threatened,4,P
Porzana tabuensis,Spotless Crake,"AS; Fiji,Marquesas,Polynesia,Philippines,Australia,Society Islands,Tonga,Western Samoa",Rallidae,Birds,Not Listed,1,V
Grus nigricollis,Black-necked Crane,China (Tibet),Gruidae,Birds,Endangered,N/A,V
Grus canadensis nesiotes,Cuba sandhill crane,West Indies-Cuba,Gruidae,Birds,Endangered,N/A,V
Grus canadensis ssp. pratensis,Florida sandhill crane,"FL, GA;",Gruidae,Birds,Under Review in the Candidate or Petition Process,4,V
Grus canadensis tabida,Greater Sandhill Crane,N/A,Gruidae,Birds,Not Listed,N/A,V
guiraca caerulea,Greater sandhill crane,N/A,fringillidae,Birds,Not Listed,N/A,V
Grus monacha,Hooded Crane,"Japan,Russia; Japan,U.S.S.R",Gruidae,Birds,Endangered,N/A,V
Grus japonensis,Japanese Crane,"China,Japan,North Korea,South Korea,Russia; China,Japan,North Korea,South Korea,U.S.S.R",Gruidae,Birds,Endangered,N/A,V
Grus canadensis pulla,Mississippi sandhill crane,MS; U.S.A. (MS),Gruidae,Birds,Endangered,4,V
Grus leucogeranus,Siberian white Crane,"U.S.S.R (Siberia) to India,including Iran and China",Gruidae,Birds,Endangered,N/A,V
Grus vipio,White-naped Crane,Mongolia,Gruidae,Birds,Endangered,N/A,V
Grus americana,Whooping crane,"KS, MT, ND, NE, OK, SD, TX; Canada, U.S.A. (Rocky Mountains east to Carolinas), Mexico; Ex.Pop. WI,FL",Gruidae,Birds,Endangered,"2, 6",V
Grus americana,Whooping crane,"CO, FL, NM, OK, TX;",Gruidae,Birds,"Experimental Population, Non-Essential","2, 4, 6",V
Grus americana,Whooping crane,"WI; U.S.A. (AL, AR, CO, FL, GA, ID, IL, IN, IA, KY, LA, MI, MN, MS, MO, NC, NM, OH, SC, TN, UT, VA, WI, WV, western half of WY)",Gruidae,Birds,"Experimental Population, Non-Essential",3,V
Grus americana,Whooping crane,N/A,Gruidae,Birds,"Experimental Population, Non-Essential",N/A,V
Haliplus nitens,Disjunct crawling water beetle,"TX; Possibly extinct,not reported since 1965",Haliplidae,Insects,Not Listed,2,I
Cambarus batchi,[Unnamed] crayfish,KY;,Cambaridae,Crustaceans,Not Listed,4,I
Cambarus miltus,[Unnamed] crayfish,AL;,Cambaridae,Crustaceans,Not Listed,4,I
Cambarus tartarus,[Unnamed] crayfish,OK;,Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,2,I
Fallicambarus jeanae,[Unnamed] crayfish,AR;,Cambaridae,Crustaceans,Not Listed,4,I
Orconectes williamsi,[Unnamed] crayfish,"AR, MO;",Camabaridae,Crustaceans,Not Listed,"3, 4",I
Procambarus ferrugineus,[Unnamed] crayfish,AR;,Cambaridae,Crustaceans,Not Listed,4,I
Procambarus liberorum,[Unnamed] crayfish,MS;,Cambaridae,Crustaceans,Not Listed,4,I
Cambarus jonesi,Alabama Cave crayfish,AL;,Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,4,I
Procambarus lucifugus ssp. alachua,Alachua Light Fleeting Cave crayfish,FL;,Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,4,I
Procambarus medialis,Albermarle crayfish,NC;,Cambaridae,Crustaceans,Not Listed,4,I
Cambarellus lesliei,Angular Dwarf crayfish,"AL, MS;",Cambaridae,Crustaceans,Not Listed,4,I
Orconectes packardi,Appalachian Cave crayfish,KY;,Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,4,I
Procambarus texanus,Bastrop Crayfish,N/A,Cambaridae,Crustaceans,Not Listed,N/A,I
Bouchardina robisoni,Bayou Bodcau crayfish,AR;,Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,4,I
Procambarus pogum,Bearded red crayfish,MS;,Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,4,I
Cambarus speciosus,Beautiful crayfish,GA;,Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,4,I
Procambarus horsti,Big Blue Springs Cave crayfish,FL;,Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,4,I
Cambarus callainus,Big Sandy crayfish,"KY, VA, WV; ; U.S.A. (KY, VA, WV); upper Big Sandy watershed",Cambaridae,Crustaceans,Threatened,"4, 5",I
Cambarus bouchardi,Big South Fork crayfish,"KY, TN;",Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,4,I
Procambarus delicatus,Bigcheek Cave crayfish,FL;,Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,4,I
Procambarus pictus,Black Creek crayfish,FL;,Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,4,I
Cambarus unestami,Blackbarred crayfish,"AL, GA;",Cambaridae,Crustaceans,Not Listed,4,I
Orconectes burri,Blood River crayfish,"KY, TN;",Cambaridae,Crustaceans,Not Listed,4,I
Cambarus williami,Brawleys Fork crayfish,TN;,Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,4,I
Procambarus brazoriensis,Brazoria Crayfish,N/A,Cambaridae,Crustaceans,Not Listed,N/A,I
Distocambarus devexus,Broad River Burrowing crayfish,GA;,Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,4,I
Fallicambarus burrisi,Burrowing bog crayfish,"AL, MS;",Cambaridae,Crustaceans,Not Listed,4,I
Orconectes blacki,Calcasieu crayfish,LA;,Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,4,I
Fallicambarus gordoni,Camp Shelby burrowing crayfish,MS;,Cambaridae,Crustaceans,Not Listed,4,I
Procambarus connus,Carrollton crayfish,MS;,Cambaridae,Crustaceans,Not Listed,4,I
Cambarus aculabrum,Cave crayfish,"AR, MO; U.S.A. (AR)",Cambaridae,Crustaceans,Endangered,"3, 4",I
Cambarus zophonastes,Cave crayfish,AR; U.S.A. (AR),Cambaridae,Crustaceans,Endangered,4,I
Cambarus scotti,Chattooga River crayfish,"AL, GA;",Cambaridae,Crustaceans,Not Listed,4,I
Cambarus chaugaensis,Chauga crayfish,"GA, NC, SC;",Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,4,I
Cambarus extraneus,Chickamauga crayfish,"GA, TN;",Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,4,I
Orconectes virginiensis,Chowanoke crayfish,"NC, VA;",Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,"4, 5",I
Procambarus apalachicolae,Coastal Flatwoods crayfish,FL;,Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,4,I
Procambarus leitheuseri,Coastal Lowland Cave crayfish,FL;,Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,4,I
Orconectes eupunctus,Coldwater crayfish,"AR, MO;",Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,"3, 4",I
Orconectes deanae,Conchas crayfish,NM;,Cambaridae,Crustaceans,Not Listed,2,I
Cambarus coosawattae,Coosawattae crayfish,GA;,Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,4,I
Hobbseus cristatus,Crested Riverlet crayfish,MS;,Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,4,I
Procambarus plumimanus,Croatan crayfish,NC;,Cambaridae,Crustaceans,Not Listed,4,I
Cambarellus blacki,Cypress crayfish,FL;,Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,4,I
Cambarus cryptodytes,Dougherty Plain Cave crayfish,"FL, GA;",Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,4,I
Procambarus echinatus,Edisto crayfish,SC;,Cambaridae,Crustaceans,Not Listed,4,I
Cambarus elkensis,Elk River crayfish,WV;,Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,5,I
Cambarus fasciatus,Etowah crayfish,GA;,Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,4,I
Procambarus lucifugus,Florida Cave crayfish,FL;,Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,4,I
Procambarus lucifugus ssp. lucifugus,Florida Cave crayfish,FL;,Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,4,I
Cambarus reburrus,French Broad crayfish,NC;,Cambaridae,Crustaceans,Not Listed,4,I
Cambarus eeseeohensis,Grandfather Mountain crayfish,NC;,Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,4,I
Cambarus nerterius,Greenbrier Cave crayfish,WV;,Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,5,I
Cambarus catagius,Greensboro burrowing crayfish,NC;,Cambaridae,Crustaceans,Not Listed,4,I
Cambarus veteranus,Guyandotte River crayfish,WV; ; U.S.A. (WV); upper Guyandotte River watershed,Cambaridae,Crustaceans,Endangered,5,I
Orconectes wrighti,Hardin crayfish,"MS, TN;",Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,4,I
Fallicambarus hortoni,Hatchie Burrowing crayfish,TN;,Cambaridae,Crustaceans,Not Listed,4,I
Cambarus hiwasseensis,Hiwassee crayfish,"GA, NC;",Cambaridae,Crustaceans,Not Listed,4,I
Orconectes indianensis,Indiana crayfish,"IL, IN;",Cambaridae,Crustaceans,Not Listed,3,I
Procambarus reimeri,Irons Fork Burrowing crayfish,AR;,Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,4,I
Procambarus barbiger,Jackson Prairie crayfish,MS;,Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,4,I
Fallicambarus gilpini,Jefferson County crayfish,AR;,Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,4,I
Orconectes saxatilis,Kiamichi Crayfish,N/A,Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,N/A,I
Orconectes maletae,Kisatchie Painted crayfish,"LA, TX;",Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,"2, 4",I
Procambarus lagniappe,Lagniappe crayfish,MS;,Cambaridae,Crustaceans,Not Listed,4,I
Cambarus strigosus,Lean crayfish,GA;,Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,4,I
Cambarellus diminutus,Least crayfish,"AL, MS;",Cambaridae,Crustaceans,Not Listed,4,I
Cambarus spicatus,Little River crayfish,SC;,Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,4,I
Cambarus georgiae,Little Tennessee crayfish,"GA, NC;",Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,4,I
Orconectes jeffersoni,Louisville crayfish,KY;,Cambaridae,Crustaceans,Not Listed,4,I
Orconectes marchandi,Mammoth Spring crayfish,"AR, MO;",Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,"3, 4",I
Procambarus milleri,Miami Cave crayfish,FL;,Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,4,I
Distocambarus carlsoni,Mimic crayfish,SC;,Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,4,I
Procambarus cometes,Mississippi flatwoods crayfish,MS;,Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,4,I
Orconectes shoupi,Nashville crayfish,TN; U.S.A. (TN),Cambaridae,Crustaceans,Endangered,4,I
Cambarus chasmodactylus,New River riffle crayfish,"NC, VA, WV;",Cambaridae,Crustaceans,Not Listed,"4, 5",I
Procambarus nueces,Nueces Crayfish,N/A,Cambaridae,Crustaceans,Not Listed,N/A,I
Cambarus obeyensis,Obey crayfish,TN;,Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,4,I
Hobbseus orconectoides,Oktibbeha rivulet crayfish,MS;,Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,4,I
Procambarus franzi,Orange Lake Cave crayfish,FL;,Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,4,I
Procambarus acherontis,Orlando Cave crayfish,FL;,Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,4,I
Fallicambarus harpi,Ouachita burrowing crayfish,AR;,Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,4,I
Procambarus pallidus,Pallid Cave crayfish,FL;,Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,4,I
Procambarus econfinae,Panama City crayfish,FL;,Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,4,I
Cambarus parrishi,Parrish crayfish,NC;,Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,4,I
Procambarus lepidodactylus,Pee Dee lotic crayfish,"NC, SC;",Cambaridae,Crustaceans,Not Listed,4,I
Cambarus pristinus,Pristine crayfish,TN;,Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,4,I
Procambarus morrisi,Putnam County Cave crayfish,FL;,Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,4,I
Procambarus regalis,Regal Burrowing crayfish,AR;,Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,4,I
Fallicambarus strawni,Saline Burrowing crayfish,AR;,Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,4,I
Distocambarus youngineri,Saluda crayfish,SC;,Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,4,I
Procambarus erythrops,Santa Fe Cave crayfish,FL;,Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,4,I
Pacifastacus fortis,Shasta crayfish,CA; U.S.A. (CA),Cambaridae,Crustaceans,Endangered,8,I
Orconectes sheltae,Shelta Cave crayfish,AL;,Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,4,I
Procambarus lylei,Shutispear crayfish,MS;,Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,4,I
Procambarus attiguus,Silver Glen Springs crayfish,FL;,Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,4,I
Cambarus cracens,Slenderclaw crayfish,AL;,Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,4,I
Fallicambarus petilicarpus,Slenderwrist burrowing crayfish,AR;,Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,4,I
orconectes australis ssp. australis,Southern cave crayfish,N/A,cambaridae,Fishes,Not Listed,N/A,V
Fallicambarus danielae,Speckled burrowing crayfish,"AL, MS;",Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,4,I
Troglocambarus maclanei,Spider Cave crayfish,FL;,Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,4,I
Cambarus jezerinaci,Spiny Scale crayfish,"TN, VA;",Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,"4, 5",I
Procambarus fitzpatricki,Spinytail crayfish,MS;,Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,4,I
Orconectes jonesi,Sucarnoochee River crayfish,"AL, MS;",Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,4,I
Cambarus englishi,Tallapoosa River crayfish,"AL, GA;",Cambaridae,Crustaceans,Not Listed,4,I
Orconectes incomptus,Tennessee Cave crayfish,TN;,Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,4,I
Hobbseus petilus,Tombigbee Riverlet crayfish,MS;,Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,4,I
Procambarus orcinus,Woodville Karst Cave crayfish,FL;,Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,4,I
Hobbseus yalobushensis,Yalobusha Riverlet crayfish,MS;,Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,4,I
Orconectes hartfieldi,Yazoo crayfish,MS;,Cambaridae,Crustaceans,Under Review in the Candidate or Petition Process,4,I
Platystemon californicus ciliatus,Santa Barbara Island cream cups,CA;,Papaveraceae,Flowering Plants,Not Listed,8,P
Villosa vaughaniana,Carolina creekshell,N/A,Unionidae,Clams,Not Listed,N/A,I
Villosa umbrans,Coosa creekshell,"AL, GA, TN;",Unionidae,Clams,Under Review in the Candidate or Petition Process,4,I
Villosa ortmanni,Kentucky creekshell,KY;,Unionidae,Clams,Under Review in the Candidate or Petition Process,4,I
Villosa arkansasensis,Ouachita creekshell,"AR, OK;",Unionidae,Clams,Not Listed,"2, 4",I
Anodontoides radiatus,Rayed creekshell,"AL, FL, GA, LA, MS;",Unionidae,Clams,Under Review in the Candidate or Petition Process,4,I
certhia americana,Brown creeper,N/A,certhilidae,Birds,Not Listed,N/A,V
Oreomystis mana,Hawaii creeper,HI; U.S.A. (HI),Drepanidinae,Birds,Endangered,1,V
Paroreomyza flammea,Molokai creeper,HI; U.S.A. (HI),Drepanidinae,Birds,Endangered,1,V
Paroreomyza maculata,Oahu creeper,HI; U.S.A. (HI),Drepanidinae,Birds,Endangered,1,V
Phyciodes batesii,Tawny crescent,"DE, GA, MI, MN, NC, ND, NJ, NY, PA, SD, VA, WI, WV;",Nymphalidae,Insects,Not Listed,"3, 4, 5, 6",I
Phyciodes cocyta arenacolor,Steptoe Valley crescentspot,NV; U.S.A. (NV),Nymphalidae,Insects,Not Listed,8,I
Rorippa subumbellata,Tahoe yellow cress,"CA, NV;",Brassicaceae,Flowering Plants,Not Listed,8,P
Daihinibaenetes arizonensis,Arizona giant sand treader cricket,AZ;,Rhaphidophoridae,Insects,Not Listed,2,I
Neonemobius eurynotus,Berkeley Ground cricket,N/A,Gryllidae,Insects,Not Listed,N/A,I
Macrobaenetes valgum,Coachella giant sand treader cricket,CA;,Rhaphidophoridae,Insects,Not Listed,8,I
Caconemobius howarthi,Howarth's cave cricket,HI;,Gryllidae,Insects,Not Listed,1,I
Stenopelmatus nigrocapitatus,Jacalitos Jerusalem cricket,N/A,Stenopelmatidae,Insects,Not Listed,N/A,I
Thaumatogryllus variegatus,Kauai thinfooted bush cricket,HI;,Gryllidae,Insects,Not Listed,1,I
Caconemobius varius,Kaumana Cave cricket,HI;,Gryllidae,Insects,Not Listed,1,I
Macrobaenetes kelsoensis,Kelso giant sand treader cricket,CA;,Rhaphidophoridae,Insects,Not Listed,8,I
Cycloptilum irregularis,Keys scaly cricket,FL;,Gryllidae,Insects,Not Listed,4,I
Oecanthus laricis,Laricis tree cricket,"MI, OH;",Gryllidae,Insects,Not Listed,3,I
Leptogryllus deceptor,Oahu deceptor bush cricket,HI;,Gryllidae,Insects,Not Listed,1,I
Pristoceuthophilus sp.,Samwell Cave cricket,CA;,Rhaphidophoridae,Insects,Not Listed,8,I
Caconemobius schauinslandi,Schauinsland's bush cricket,HI;,Gryllidae,Insects,Not Listed,1,I
Thaumatogryllus cavicola,Volcanoes cave cricket,HI;,Gryllidae,Insects,Not Listed,1,I
Osteolaemus tetraspis tetraspis,African dwarf crocodile,West Africa,Crocodylidae,Reptiles,Endangered,N/A,V
Crocodylus cataphractus,African slender-snouted crocodile,Western and Central Africa,Crocodylidae,Reptiles,Endangered,N/A,V
Crocodylus acutus,American crocodile,"FL; Mexico,West Indies,Central & South America; U.S.A. (FL)",Crocodylidae,Reptiles,Threatened,4,V
Crocodylus acutus,American crocodile,"U.S.A. (FL), Mexico, Caribbean, Central and South America",Crocodylidae,Reptiles,Endangered,N/A,V
